POS Txn,Dept,ID,Sales U
16120100160031000000,MASS COSMETICS,86,4
16120100160032000000,MASS COSMETICS,86,3
16120100160033000000,MASS COSMETICS,86,1
16120100160033000000,MASS COSMETICS,86,3
16120100160033000000,MASS COSMETICS,86,1
16120100160033000000,MASS COSMETICS,86,1
16120100160034000000,MASS COSMETICS,86,1
16120100160034000000,MASS COSMETICS,86,1
16120100160034000000,MASS COSMETICS,86,3
16120100160035000000,MASS COSMETICS,86,4
16120100160035000000,MASS COSMETICS,86,3
16120100160035000000,MASS COSMETICS,86,4
16120100160035000000,MASS COSMETICS,86,1
16120100160035000000,MASS COSMETICS,86,1
16120100160035000000,MASS COSMETICS,86,2
16120100160035000000,MASS COSMETICS,86,1
16120100160036000000,MASS COSMETICS,86,1
16120100160036000000,MASS COSMETICS,86,5
16120100160036000000,MASS COSMETICS,86,1
16120100160036000000,MASS COSMETICS,86,4
16120100160037000000,MASS COSMETICS,86,2
16120100160037000000,MASS COSMETICS,86,2
16120100160037000000,MASS COSMETICS,86,1
16120100160037000000,MASS COSMETICS,86,1
16120100160038000000,MASS COSMETICS,86,1
16120100160038000000,MASS COSMETICS,86,1
16120100160038000000,MASS COSMETICS,86,2
16120100160038000000,MASS COSMETICS,86,1
16120100160038000000,MASS COSMETICS,86,1
16120100160038000000,MASS COSMETICS,86,2
16120100160038000000,MASS COSMETICS,86,1
16120100160038000000,MASS COSMETICS,86,2
16120100160038000000,MASS COSMETICS,86,1
16120100160038000000,MASS COSMETICS,86,1
16120100160078000000,MASS COSMETICS,86,-1
16120100160094000000,MASS COSMETICS,86,1
16120100160094000000,MASS COSMETICS,86,1
16120100160036000000,MASS FRAGRANCES,87,3
16120100160021000000,HEALTH AIDS,93,1
16120100160021000000,HEALTH AIDS,93,1
16120100160021000000,HEALTH AIDS,93,1
16120100160021000000,HEALTH AIDS,93,1
16120100160022000000,HEALTH AIDS,93,1
16120100160022000000,HEALTH AIDS,93,2
16120100160022000000,HEALTH AIDS,93,2
16120100160022000000,HEALTH AIDS,93,1
16120100160022000000,HEALTH AIDS,93,1
16120100160022000000,HEALTH AIDS,93,1
16120100160022000000,HEALTH AIDS,93,3
16120100160022000000,HEALTH AIDS,93,3
16120100160022000000,HEALTH AIDS,93,2
16120100160022000000,HEALTH AIDS,93,1
16120100160022000000,HEALTH AIDS,93,1
16120100160022000000,HEALTH AIDS,93,1
16120100160022000000,HEALTH AIDS,93,1
16120100160022000000,HEALTH AIDS,93,3
16120100160022000000,HEALTH AIDS,93,1
16120100160022000000,HEALTH AIDS,93,1
16120100160022000000,HEALTH AIDS,93,2
16120100160022000000,HEALTH AIDS,93,1
16120100160023000000,HEALTH AIDS,93,6
16120100160023000000,HEALTH AIDS,93,1
16120100160023000000,HEALTH AIDS,93,1
16120100160023000000,HEALTH AIDS,93,3
16120100160023000000,HEALTH AIDS,93,1
16120100160023000000,HEALTH AIDS,93,1
16120100160023000000,HEALTH AIDS,93,3
16120100160023000000,HEALTH AIDS,93,1
16120100160023000000,HEALTH AIDS,93,1
16120100160023000000,HEALTH AIDS,93,1
16120100160023000000,HEALTH AIDS,93,1
16120100160023000000,HEALTH AIDS,93,1
16120100160023000000,HEALTH AIDS,93,1
16120100160023000000,HEALTH AIDS,93,1
16120100160023000000,HEALTH AIDS,93,1
16120100160023000000,HEALTH AIDS,93,5
16120100160023000000,HEALTH AIDS,93,1
16120100160023000000,HEALTH AIDS,93,2
16120100160023000000,HEALTH AIDS,93,4
16120100160023000000,HEALTH AIDS,93,2
16120100160023000000,HEALTH AIDS,93,2
16120100160023000000,HEALTH AIDS,93,1
16120100160023000000,HEALTH AIDS,93,1
16120100160023000000,HEALTH AIDS,93,1
16120100160023000000,HEALTH AIDS,93,1
16120100160023000000,HEALTH AIDS,93,1
16120100160023000000,HEALTH AIDS,93,1
16120100160024000000,HEALTH AIDS,93,2
16120100160024000000,HEALTH AIDS,93,1
16120100160024000000,HEALTH AIDS,93,1
16120100160024000000,HEALTH AIDS,93,2
16120100160024000000,HEALTH AIDS,93,1
16120100160024000000,HEALTH AIDS,93,4
16120100160024000000,HEALTH AIDS,93,3
16120100160024000000,HEALTH AIDS,93,2
16120100160024000000,HEALTH AIDS,93,4
16120100160024000000,HEALTH AIDS,93,1
16120100160024000000,HEALTH AIDS,93,3
16120100160024000000,HEALTH AIDS,93,1
16120100160024000000,HEALTH AIDS,93,3
16120100160024000000,HEALTH AIDS,93,1
16120100160024000000,HEALTH AIDS,93,1
16120100160024000000,HEALTH AIDS,93,1
16120100160024000000,HEALTH AIDS,93,2
16120100160024000000,HEALTH AIDS,93,1
16120100160024000000,HEALTH AIDS,93,1
16120100160024000000,HEALTH AIDS,93,2
16120100160024000000,HEALTH AIDS,93,3
16120100160024000000,HEALTH AIDS,93,1
16120100160024000000,HEALTH AIDS,93,2
16120100160024000000,HEALTH AIDS,93,1
16120100160024000000,HEALTH AIDS,93,1
16120100160024000000,HEALTH AIDS,93,1
16120100160024000000,HEALTH AIDS,93,2
16120100160024000000,HEALTH AIDS,93,2
16120100160031000000,HEALTH AIDS,93,4
16120100160031000000,HEALTH AIDS,93,1
16120100160031000000,HEALTH AIDS,93,2
16120100160031000000,HEALTH AIDS,93,2
16120100160031000000,HEALTH AIDS,93,1
16120100160031000000,HEALTH AIDS,93,2
16120100160031000000,HEALTH AIDS,93,1
16120100160031000000,HEALTH AIDS,93,1
16120100160031000000,HEALTH AIDS,93,2
16120100160031000000,HEALTH AIDS,93,2
16120100160032000000,HEALTH AIDS,93,2
16120100160032000000,HEALTH AIDS,93,1
16120100160032000000,HEALTH AIDS,93,2
16120100160033000000,HEALTH AIDS,93,1
16120100160033000000,HEALTH AIDS,93,1
16120100160033000000,HEALTH AIDS,93,1
16120100160033000000,HEALTH AIDS,93,2
16120100160033000000,HEALTH AIDS,93,2
16120100160033000000,HEALTH AIDS,93,1
16120100160033000000,HEALTH AIDS,93,1
16120100160033000000,HEALTH AIDS,93,1
16120100160033000000,HEALTH AIDS,93,1
16120100160033000000,HEALTH AIDS,93,1
16120100160033000000,HEALTH AIDS,93,1
16120100160033000000,HEALTH AIDS,93,2
16120100160033000000,HEALTH AIDS,93,3
16120100160034000000,HEALTH AIDS,93,2
16120100160034000000,HEALTH AIDS,93,2
16120100160034000000,HEALTH AIDS,93,1
16120100160034000000,HEALTH AIDS,93,1
16120100160034000000,HEALTH AIDS,93,2
16120100160034000000,HEALTH AIDS,93,1
16120100160034000000,HEALTH AIDS,93,8
16120100160034000000,HEALTH AIDS,93,1
16120100160035000000,HEALTH AIDS,93,1
16120100160035000000,HEALTH AIDS,93,1
16120100160035000000,HEALTH AIDS,93,1
16120100160035000000,HEALTH AIDS,93,2
16120100160035000000,HEALTH AIDS,93,2
16120100160035000000,HEALTH AIDS,93,1
16120100160035000000,HEALTH AIDS,93,1
16120100160035000000,HEALTH AIDS,93,1
16120100160035000000,HEALTH AIDS,93,3
16120100160035000000,HEALTH AIDS,93,4
16120100160035000000,HEALTH AIDS,93,2
16120100160035000000,HEALTH AIDS,93,1
16120100160035000000,HEALTH AIDS,93,2
16120100160036000000,HEALTH AIDS,93,1
16120100160036000000,HEALTH AIDS,93,1
16120100160036000000,HEALTH AIDS,93,1
16120100160036000000,HEALTH AIDS,93,9
16120100160036000000,HEALTH AIDS,93,3
16120100160036000000,HEALTH AIDS,93,4
16120100160036000000,HEALTH AIDS,93,2
16120100160036000000,HEALTH AIDS,93,1
16120100160036000000,HEALTH AIDS,93,1
16120100160036000000,HEALTH AIDS,93,2
16120100160036000000,HEALTH AIDS,93,2
16120100160036000000,HEALTH AIDS,93,1
16120100160036000000,HEALTH AIDS,93,2
16120100160036000000,HEALTH AIDS,93,1
16120100160036000000,HEALTH AIDS,93,1
16120100160036000000,HEALTH AIDS,93,2
16120100160036000000,HEALTH AIDS,93,2
16120100160036000000,HEALTH AIDS,93,1
16120100160036000000,HEALTH AIDS,93,2
16120100160036000000,HEALTH AIDS,93,1
16120100160036000000,HEALTH AIDS,93,1
16120100160036000000,HEALTH AIDS,93,1
16120100160036000000,HEALTH AIDS,93,1
16120100160036000000,HEALTH AIDS,93,1
16120100160036000000,HEALTH AIDS,93,1
16120100160036000000,HEALTH AIDS,93,1
16120100160037000000,HEALTH AIDS,93,2
16120100160037000000,HEALTH AIDS,93,2
16120100160037000000,HEALTH AIDS,93,1
16120100160037000000,HEALTH AIDS,93,1
16120100160037000000,HEALTH AIDS,93,1
16120100160037000000,HEALTH AIDS,93,1
16120100160037000000,HEALTH AIDS,93,1
16120100160037000000,HEALTH AIDS,93,2
16120100160037000000,HEALTH AIDS,93,2
16120100160037000000,HEALTH AIDS,93,2
16120100160037000000,HEALTH AIDS,93,8
16120100160037000000,HEALTH AIDS,93,1
16120100160037000000,HEALTH AIDS,93,4
16120100160037000000,HEALTH AIDS,93,4
16120100160037000000,HEALTH AIDS,93,2
16120100160037000000,HEALTH AIDS,93,1
16120100160037000000,HEALTH AIDS,93,1
16120100160037000000,HEALTH AIDS,93,1
16120100160038000000,HEALTH AIDS,93,1
16120100160038000000,HEALTH AIDS,93,6
16120100160038000000,HEALTH AIDS,93,2
16120100160038000000,HEALTH AIDS,93,1
16120100160038000000,HEALTH AIDS,93,2
16120100160038000000,HEALTH AIDS,93,4
16120100160038000000,HEALTH AIDS,93,1
16120100160038000000,HEALTH AIDS,93,1
16120100160038000000,HEALTH AIDS,93,1
16120100160038000000,HEALTH AIDS,93,1
16120100160038000000,HEALTH AIDS,93,1
16120100160038000000,HEALTH AIDS,93,1
16120100160038000000,HEALTH AIDS,93,1
16120100160038000000,HEALTH AIDS,93,1
16120100160038000000,HEALTH AIDS,93,1
16120100160038000000,HEALTH AIDS,93,2
16120100160038000000,HEALTH AIDS,93,4
16120100160038000000,HEALTH AIDS,93,1
16120100160038000000,HEALTH AIDS,93,2
16120100160077000000,HEALTH AIDS,93,1
16120100160078000000,HEALTH AIDS,93,1
16120100160079000000,HEALTH AIDS,93,1
16120100160079000000,HEALTH AIDS,93,1
16120100160094000000,HEALTH AIDS,93,1
16120100160094000000,HEALTH AIDS,93,2
16120100160094000000,HEALTH AIDS,93,1
16120100160094000000,HEALTH AIDS,93,1
16120100160094000000,HEALTH AIDS,93,2
16120100160101000000,HEALTH AIDS,93,1
16120100160162000000,HEALTH AIDS,93,1
16120100160162000000,HEALTH AIDS,93,1
16120100160162000000,HEALTH AIDS,93,2
16120100160021000000,BABY CARE,94,1
16120100160022000000,BABY CARE,94,3
16120100160024000000,BABY CARE,94,13
16120100160024000000,BABY CARE,94,1
16120100160031000000,BABY CARE,94,1
16120100160032000000,BABY CARE,94,1
16120100160033000000,BABY CARE,94,1
16120100160033000000,BABY CARE,94,1
16120100160033000000,BABY CARE,94,1
16120100160033000000,BABY CARE,94,1
16120100160033000000,BABY CARE,94,1
16120100160033000000,BABY CARE,94,1
16120100160033000000,BABY CARE,94,1
16120100160034000000,BABY CARE,94,2
16120100160034000000,BABY CARE,94,2
16120100160034000000,BABY CARE,94,2
16120100160035000000,BABY CARE,94,1
16120100160035000000,BABY CARE,94,1
16120100160035000000,BABY CARE,94,1
16120100160036000000,BABY CARE,94,1
16120100160036000000,BABY CARE,94,1
16120100160037000000,BABY CARE,94,1
16120100160037000000,BABY CARE,94,1
16120100160037000000,BABY CARE,94,1
16120100160037000000,BABY CARE,94,1
16120100160037000000,BABY CARE,94,1
16120100160037000000,BABY CARE,94,2
16120100160037000000,BABY CARE,94,2
16120100160038000000,BABY CARE,94,1
16120100160038000000,BABY CARE,94,1
16120100160038000000,BABY CARE,94,1
16120100160038000000,BABY CARE,94,2
16120100160078000000,BABY CARE,94,-3
16120100160162000000,BABY CARE,94,2
16120100160162000000,BABY CARE,94,4
16120100160021000000,VALUE ZONE,97,1
16120100160023000000,VALUE ZONE,97,1
16120100160024000000,VALUE ZONE,97,1
16120100160035000000,VALUE ZONE,97,1
16120100160037000000,VALUE ZONE,97,1
16120100160037000000,VALUE ZONE,97,1
16120100160038000000,VALUE ZONE,97,1
16120100160021000000,BEAUTY CARE,99,1
16120100160021000000,BEAUTY CARE,99,1
16120100160021000000,BEAUTY CARE,99,3
16120100160022000000,BEAUTY CARE,99,3
16120100160022000000,BEAUTY CARE,99,1
16120100160022000000,BEAUTY CARE,99,2
16120100160022000000,BEAUTY CARE,99,1
16120100160022000000,BEAUTY CARE,99,3
16120100160022000000,BEAUTY CARE,99,2
16120100160022000000,BEAUTY CARE,99,3
16120100160022000000,BEAUTY CARE,99,1
16120100160022000000,BEAUTY CARE,99,1
16120100160023000000,BEAUTY CARE,99,2
16120100160023000000,BEAUTY CARE,99,2
16120100160023000000,BEAUTY CARE,99,1
16120100160023000000,BEAUTY CARE,99,1
16120100160023000000,BEAUTY CARE,99,2
16120100160023000000,BEAUTY CARE,99,4
16120100160023000000,BEAUTY CARE,99,1
16120100160023000000,BEAUTY CARE,99,1
16120100160023000000,BEAUTY CARE,99,2
16120100160023000000,BEAUTY CARE,99,2
16120100160023000000,BEAUTY CARE,99,3
16120100160023000000,BEAUTY CARE,99,1
16120100160023000000,BEAUTY CARE,99,3
16120100160023000000,BEAUTY CARE,99,1
16120100160023000000,BEAUTY CARE,99,1
16120100160023000000,BEAUTY CARE,99,1
16120100160024000000,BEAUTY CARE,99,2
16120100160024000000,BEAUTY CARE,99,1
16120100160024000000,BEAUTY CARE,99,2
16120100160024000000,BEAUTY CARE,99,2
16120100160024000000,BEAUTY CARE,99,1
16120100160024000000,BEAUTY CARE,99,2
16120100160024000000,BEAUTY CARE,99,1
16120100160024000000,BEAUTY CARE,99,1
16120100160024000000,BEAUTY CARE,99,1
16120100160024000000,BEAUTY CARE,99,2
16120100160031000000,BEAUTY CARE,99,1
16120100160031000000,BEAUTY CARE,99,1
16120100160031000000,BEAUTY CARE,99,1
16120100160031000000,BEAUTY CARE,99,1
16120100160031000000,BEAUTY CARE,99,1
16120100160031000000,BEAUTY CARE,99,1
16120100160032000000,BEAUTY CARE,99,1
16120100160032000000,BEAUTY CARE,99,1
16120100160032000000,BEAUTY CARE,99,1
16120100160033000000,BEAUTY CARE,99,1
16120100160033000000,BEAUTY CARE,99,2
16120100160033000000,BEAUTY CARE,99,2
16120100160033000000,BEAUTY CARE,99,1
16120100160033000000,BEAUTY CARE,99,1
16120100160033000000,BEAUTY CARE,99,1
16120100160033000000,BEAUTY CARE,99,2
16120100160033000000,BEAUTY CARE,99,7
16120100160034000000,BEAUTY CARE,99,2
16120100160034000000,BEAUTY CARE,99,1
16120100160034000000,BEAUTY CARE,99,5
16120100160034000000,BEAUTY CARE,99,1
16120100160034000000,BEAUTY CARE,99,3
16120100160034000000,BEAUTY CARE,99,1
16120100160035000000,BEAUTY CARE,99,2
16120100160035000000,BEAUTY CARE,99,3
16120100160035000000,BEAUTY CARE,99,1
16120100160035000000,BEAUTY CARE,99,1
16120100160035000000,BEAUTY CARE,99,1
16120100160035000000,BEAUTY CARE,99,6
16120100160035000000,BEAUTY CARE,99,1
16120100160035000000,BEAUTY CARE,99,1
16120100160035000000,BEAUTY CARE,99,2
16120100160035000000,BEAUTY CARE,99,2
16120100160035000000,BEAUTY CARE,99,1
16120100160036000000,BEAUTY CARE,99,2
16120100160036000000,BEAUTY CARE,99,1
16120100160036000000,BEAUTY CARE,99,2
16120100160036000000,BEAUTY CARE,99,4
16120100160036000000,BEAUTY CARE,99,2
16120100160036000000,BEAUTY CARE,99,2
16120100160036000000,BEAUTY CARE,99,2
16120100160036000000,BEAUTY CARE,99,5
16120100160036000000,BEAUTY CARE,99,3
16120100160036000000,BEAUTY CARE,99,1
16120100160036000000,BEAUTY CARE,99,2
16120100160036000000,BEAUTY CARE,99,1
16120100160036000000,BEAUTY CARE,99,1
16120100160036000000,BEAUTY CARE,99,1
16120100160037000000,BEAUTY CARE,99,1
16120100160037000000,BEAUTY CARE,99,2
16120100160037000000,BEAUTY CARE,99,2
16120100160037000000,BEAUTY CARE,99,1
16120100160037000000,BEAUTY CARE,99,1
16120100160037000000,BEAUTY CARE,99,2
16120100160037000000,BEAUTY CARE,99,1
16120100160037000000,BEAUTY CARE,99,1
16120100160037000000,BEAUTY CARE,99,1
16120100160037000000,BEAUTY CARE,99,2
16120100160037000000,BEAUTY CARE,99,3
16120100160037000000,BEAUTY CARE,99,2
16120100160037000000,BEAUTY CARE,99,1
16120100160037000000,BEAUTY CARE,99,2
16120100160038000000,BEAUTY CARE,99,3
16120100160038000000,BEAUTY CARE,99,2
16120100160038000000,BEAUTY CARE,99,4
16120100160038000000,BEAUTY CARE,99,4
16120100160038000000,BEAUTY CARE,99,1
16120100160038000000,BEAUTY CARE,99,2
16120100160038000000,BEAUTY CARE,99,2
16120100160038000000,BEAUTY CARE,99,1
16120100160038000000,BEAUTY CARE,99,4
16120100160038000000,BEAUTY CARE,99,2
16120100160038000000,BEAUTY CARE,99,2
16120100160038000000,BEAUTY CARE,99,2
16120100160038000000,BEAUTY CARE,99,4
16120100160038000000,BEAUTY CARE,99,3
16120100160038000000,BEAUTY CARE,99,3
16120100160038000000,BEAUTY CARE,99,2
16120100160038000000,BEAUTY CARE,99,1
16120100160038000000,BEAUTY CARE,99,1
16120100160038000000,BEAUTY CARE,99,1
16120100160038000000,BEAUTY CARE,99,1
16120100160038000000,BEAUTY CARE,99,1
16120100160038000000,BEAUTY CARE,99,2
16120100160038000000,BEAUTY CARE,99,1
16120100160077000000,BEAUTY CARE,99,-1
16120100160077000000,BEAUTY CARE,99,3
16120100160078000000,BEAUTY CARE,99,2
16120100160078000000,BEAUTY CARE,99,1
16120100160094000000,BEAUTY CARE,99,1
16120100160094000000,BEAUTY CARE,99,1
16120100160094000000,BEAUTY CARE,99,3
16120100160101000000,BEAUTY CARE,99,1
16120100160101000000,BEAUTY CARE,99,2
16120100160162000000,BEAUTY CARE,99,1
16120100160021000000,PERSONAL CARE,100,5
16120100160021000000,PERSONAL CARE,100,1
16120100160021000000,PERSONAL CARE,100,5
16120100160021000000,PERSONAL CARE,100,1
16120100160022000000,PERSONAL CARE,100,1
16120100160022000000,PERSONAL CARE,100,1
16120100160022000000,PERSONAL CARE,100,9
16120100160022000000,PERSONAL CARE,100,1
16120100160022000000,PERSONAL CARE,100,1
16120100160022000000,PERSONAL CARE,100,2
16120100160022000000,PERSONAL CARE,100,2
16120100160022000000,PERSONAL CARE,100,4
16120100160022000000,PERSONAL CARE,100,1
16120100160023000000,PERSONAL CARE,100,1
16120100160023000000,PERSONAL CARE,100,5
16120100160023000000,PERSONAL CARE,100,1
16120100160023000000,PERSONAL CARE,100,1
16120100160023000000,PERSONAL CARE,100,1
16120100160023000000,PERSONAL CARE,100,1
16120100160023000000,PERSONAL CARE,100,2
16120100160023000000,PERSONAL CARE,100,1
16120100160023000000,PERSONAL CARE,100,1
16120100160023000000,PERSONAL CARE,100,3
16120100160023000000,PERSONAL CARE,100,2
16120100160023000000,PERSONAL CARE,100,1
16120100160023000000,PERSONAL CARE,100,1
16120100160023000000,PERSONAL CARE,100,5
16120100160023000000,PERSONAL CARE,100,2
16120100160023000000,PERSONAL CARE,100,3
16120100160024000000,PERSONAL CARE,100,1
16120100160024000000,PERSONAL CARE,100,2
16120100160024000000,PERSONAL CARE,100,5
16120100160024000000,PERSONAL CARE,100,1
16120100160024000000,PERSONAL CARE,100,1
16120100160024000000,PERSONAL CARE,100,2
16120100160024000000,PERSONAL CARE,100,1
16120100160024000000,PERSONAL CARE,100,2
16120100160024000000,PERSONAL CARE,100,2
16120100160024000000,PERSONAL CARE,100,1
16120100160024000000,PERSONAL CARE,100,2
16120100160024000000,PERSONAL CARE,100,1
16120100160024000000,PERSONAL CARE,100,3
16120100160024000000,PERSONAL CARE,100,2
16120100160024000000,PERSONAL CARE,100,2
16120100160024000000,PERSONAL CARE,100,2
16120100160024000000,PERSONAL CARE,100,2
16120100160024000000,PERSONAL CARE,100,1
16120100160031000000,PERSONAL CARE,100,1
16120100160031000000,PERSONAL CARE,100,5
16120100160031000000,PERSONAL CARE,100,2
16120100160031000000,PERSONAL CARE,100,1
16120100160031000000,PERSONAL CARE,100,1
16120100160031000000,PERSONAL CARE,100,2
16120100160031000000,PERSONAL CARE,100,1
16120100160031000000,PERSONAL CARE,100,2
16120100160031000000,PERSONAL CARE,100,3
16120100160031000000,PERSONAL CARE,100,3
16120100160031000000,PERSONAL CARE,100,1
16120100160032000000,PERSONAL CARE,100,1
16120100160032000000,PERSONAL CARE,100,1
16120100160032000000,PERSONAL CARE,100,1
16120100160032000000,PERSONAL CARE,100,1
16120100160032000000,PERSONAL CARE,100,1
16120100160032000000,PERSONAL CARE,100,5
16120100160033000000,PERSONAL CARE,100,1
16120100160033000000,PERSONAL CARE,100,2
16120100160033000000,PERSONAL CARE,100,1
16120100160033000000,PERSONAL CARE,100,3
16120100160033000000,PERSONAL CARE,100,1
16120100160033000000,PERSONAL CARE,100,1
16120100160033000000,PERSONAL CARE,100,1
16120100160033000000,PERSONAL CARE,100,1
16120100160034000000,PERSONAL CARE,100,1
16120100160034000000,PERSONAL CARE,100,3
16120100160034000000,PERSONAL CARE,100,1
16120100160034000000,PERSONAL CARE,100,1
16120100160034000000,PERSONAL CARE,100,3
16120100160035000000,PERSONAL CARE,100,3
16120100160035000000,PERSONAL CARE,100,1
16120100160035000000,PERSONAL CARE,100,1
16120100160035000000,PERSONAL CARE,100,5
16120100160035000000,PERSONAL CARE,100,9
16120100160035000000,PERSONAL CARE,100,2
16120100160035000000,PERSONAL CARE,100,1
16120100160035000000,PERSONAL CARE,100,3
16120100160035000000,PERSONAL CARE,100,1
16120100160035000000,PERSONAL CARE,100,1
16120100160035000000,PERSONAL CARE,100,1
16120100160035000000,PERSONAL CARE,100,2
16120100160035000000,PERSONAL CARE,100,2
16120100160036000000,PERSONAL CARE,100,5
16120100160036000000,PERSONAL CARE,100,1
16120100160036000000,PERSONAL CARE,100,1
16120100160036000000,PERSONAL CARE,100,1
16120100160036000000,PERSONAL CARE,100,1
16120100160036000000,PERSONAL CARE,100,1
16120100160036000000,PERSONAL CARE,100,1
16120100160036000000,PERSONAL CARE,100,2
16120100160036000000,PERSONAL CARE,100,5
16120100160036000000,PERSONAL CARE,100,1
16120100160036000000,PERSONAL CARE,100,1
16120100160036000000,PERSONAL CARE,100,2
16120100160036000000,PERSONAL CARE,100,2
16120100160036000000,PERSONAL CARE,100,1
16120100160036000000,PERSONAL CARE,100,2
16120100160036000000,PERSONAL CARE,100,1
16120100160037000000,PERSONAL CARE,100,4
16120100160037000000,PERSONAL CARE,100,1
16120100160037000000,PERSONAL CARE,100,3
16120100160037000000,PERSONAL CARE,100,3
16120100160037000000,PERSONAL CARE,100,4
16120100160037000000,PERSONAL CARE,100,3
16120100160037000000,PERSONAL CARE,100,3
16120100160037000000,PERSONAL CARE,100,1
16120100160037000000,PERSONAL CARE,100,1
16120100160037000000,PERSONAL CARE,100,2
16120100160037000000,PERSONAL CARE,100,1
16120100160037000000,PERSONAL CARE,100,1
16120100160037000000,PERSONAL CARE,100,2
16120100160038000000,PERSONAL CARE,100,1
16120100160038000000,PERSONAL CARE,100,1
16120100160038000000,PERSONAL CARE,100,1
16120100160038000000,PERSONAL CARE,100,1
16120100160038000000,PERSONAL CARE,100,2
16120100160038000000,PERSONAL CARE,100,2
16120100160038000000,PERSONAL CARE,100,1
16120100160038000000,PERSONAL CARE,100,1
16120100160038000000,PERSONAL CARE,100,1
16120100160038000000,PERSONAL CARE,100,3
16120100160038000000,PERSONAL CARE,100,3
16120100160038000000,PERSONAL CARE,100,3
16120100160038000000,PERSONAL CARE,100,1
16120100160038000000,PERSONAL CARE,100,3
16120100160038000000,PERSONAL CARE,100,3
16120100160038000000,PERSONAL CARE,100,1
16120100160038000000,PERSONAL CARE,100,2
16120100160038000000,PERSONAL CARE,100,1
16120100160038000000,PERSONAL CARE,100,2
16120100160038000000,PERSONAL CARE,100,1
16120100160038000000,PERSONAL CARE,100,1
16120100160038000000,PERSONAL CARE,100,1
16120100160077000000,PERSONAL CARE,100,1
16120100160077000000,PERSONAL CARE,100,1
16120100160077000000,PERSONAL CARE,100,6
16120100160078000000,PERSONAL CARE,100,-1
16120100160078000000,PERSONAL CARE,100,-1
16120100160078000000,PERSONAL CARE,100,2
16120100160094000000,PERSONAL CARE,100,1
16120100160094000000,PERSONAL CARE,100,1
16120100160094000000,PERSONAL CARE,100,1
16120100160162000000,PERSONAL CARE,100,1
16120100160162000000,PERSONAL CARE,100,3
16120100160021000000,VITAMINS & HLTH AIDS,102,1
16120100160021000000,VITAMINS & HLTH AIDS,102,1
16120100160023000000,VITAMINS & HLTH AIDS,102,1
16120100160023000000,VITAMINS & HLTH AIDS,102,2
16120100160023000000,VITAMINS & HLTH AIDS,102,1
16120100160023000000,VITAMINS & HLTH AIDS,102,1
16120100160024000000,VITAMINS & HLTH AIDS,102,1
16120100160024000000,VITAMINS & HLTH AIDS,102,1
16120100160024000000,VITAMINS & HLTH AIDS,102,1
16120100160024000000,VITAMINS & HLTH AIDS,102,2
16120100160033000000,VITAMINS & HLTH AIDS,102,1
16120100160035000000,VITAMINS & HLTH AIDS,102,1
16120100160035000000,VITAMINS & HLTH AIDS,102,1
16120100160035000000,VITAMINS & HLTH AIDS,102,1
16120100160036000000,VITAMINS & HLTH AIDS,102,3
16120100160036000000,VITAMINS & HLTH AIDS,102,1
16120100160036000000,VITAMINS & HLTH AIDS,102,4
16120100160037000000,VITAMINS & HLTH AIDS,102,1
16120100160038000000,VITAMINS & HLTH AIDS,102,1
16120100160038000000,VITAMINS & HLTH AIDS,102,3
16120100160038000000,VITAMINS & HLTH AIDS,102,1
16120100160038000000,VITAMINS & HLTH AIDS,102,5
16120100160079000000,VITAMINS & HLTH AIDS,102,1
16120100160023000000,FITNESS/EXERCISE,104,1
16120100160023000000,FITNESS/EXERCISE,104,1
16120100160023000000,FITNESS/EXERCISE,104,1
16120100160023000000,FITNESS/EXERCISE,104,1
16120100160023000000,FITNESS/EXERCISE,104,1
16120100160024000000,FITNESS/EXERCISE,104,2
16120100160033000000,FITNESS/EXERCISE,104,1
16120100160034000000,FITNESS/EXERCISE,104,2
16120100160035000000,FITNESS/EXERCISE,104,1
16120100160035000000,FITNESS/EXERCISE,104,1
16120100160036000000,FITNESS/EXERCISE,104,2
16120100160036000000,FITNESS/EXERCISE,104,1
16120100160037000000,FITNESS/EXERCISE,104,1
16120100160022000000,FISHING,105,1
16120100160023000000,FISHING,105,1
16120100160036000000,FISHING,105,1
16120100160038000000,FISHING,105,4
16120100160021000000,GEN SPORTING GOODS,106,4
16120100160021000000,GEN SPORTING GOODS,106,3
16120100160022000000,GEN SPORTING GOODS,106,4
16120100160022000000,GEN SPORTING GOODS,106,1
16120100160022000000,GEN SPORTING GOODS,106,1
16120100160023000000,GEN SPORTING GOODS,106,2
16120100160023000000,GEN SPORTING GOODS,106,1
16120100160023000000,GEN SPORTING GOODS,106,3
16120100160023000000,GEN SPORTING GOODS,106,1
16120100160024000000,GEN SPORTING GOODS,106,1
16120100160031000000,GEN SPORTING GOODS,106,1
16120100160031000000,GEN SPORTING GOODS,106,1
16120100160031000000,GEN SPORTING GOODS,106,1
16120100160031000000,GEN SPORTING GOODS,106,1
16120100160031000000,GEN SPORTING GOODS,106,1
16120100160031000000,GEN SPORTING GOODS,106,1
16120100160033000000,GEN SPORTING GOODS,106,7
16120100160034000000,GEN SPORTING GOODS,106,1
16120100160036000000,GEN SPORTING GOODS,106,5
16120100160036000000,GEN SPORTING GOODS,106,3
16120100160036000000,GEN SPORTING GOODS,106,1
16120100160036000000,GEN SPORTING GOODS,106,3
16120100160036000000,GEN SPORTING GOODS,106,4
16120100160037000000,GEN SPORTING GOODS,106,1
